ventureid,type_of_venture,retranscriber,perspective_of_source,nationality,source,date_of_primary_source,name_of_the_ship,name_of_the_captain,name_of_investor,name_of_outfitter,number_of_voyages,internal_crossref,voyage_id_in_tstd,place_of_outfitting,place_of_purchase,place_of_disembarkation,date_of_departure_from_port_of_outfitting,date_trade_began_in_africa,date_of_departure_from_africa,date_vessel_arrived_with_enslaved,date_of_return_to_port_of_outfitting,number_of_enslaved_purchased,number_of_enslaved_sold,share_of_the_ship,complete_data_on_outlays,complete_data_on_returns,profits_reported_in_source,fatecol,various_remarks
DR169,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/31",nan,St Patrick,,,,1,,,nan,nan,nan,1791,nan,nan,nan,nan,nan,nan,1,no,no,,3,Cannot find matching entry in TSTD
DR170,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/32",nan,Sarah,,,,1,,18120,nan,nan,nan,1791,nan,nan,nan,nan,nan,nan,1,no,no,,,
DR171,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/34",nan,Swift,,,,1,,18122,nan,nan,nan,1791,nan,nan,nan,nan,nan,nan,1,no,no,,,
DR172,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/36",nan,Trelawney,,,,1,,18124,nan,nan,nan,1791,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR173,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/3",nan,African Queen,,,,1,,18129,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR174,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/8",nan,Crescent,,,,1,,18134,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR175,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/9",nan,Dragon,,,,1,,,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,no,no,,4,Cannot find matching entry in TSTD
DR176,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/11",nan,Experiment,,,,1,,,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,no,no,,4,Cannot find matching entry in TSTD
DR177,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/12",nan,Fame,,,,1,,18138,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,with estimates,,,
DR178,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/20",nan,Jupiter,,,,1,,18146,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR179,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/27",nan,Morning Star,,,,1,,18153,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR180,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/31",nan,Pearl,,,,1,,18157,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR181,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/36",nan,Rodney,,,,1,,18162,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR182,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/41",nan,Sarah,,,,1,,18167,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR183,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/43",nan,Swift,,,,1,,18169,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR184,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/47",nan,Young Crescent,,,,1,,,nan,nan,nan,1792,nan,nan,nan,nan,nan,nan,1,no,no,,2,Cannot find matching entry in TSTD
DR185,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1793/8",nan,Langrishe,,,,1,,18182,nan,nan,nan,1793,nan,nan,nan,nan,nan,nan,1,no,no,,,
DR186,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 47",nan,Portugal Galley,,,,1,,76419,nan,nan,nan,1722,nan,nan,nan,nan,nan,nan,1,yes,no,,,
DR187,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 59",nan,Martha,,,,1,,76414,nan,nan,nan,1724,nan,nan,nan,nan,nan,nan,1,yes,no,,,
DR188,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 62",nan,Betty Gally,,,,1,,75155,nan,nan,nan,1725-01-26,nan,nan,nan,nan,nan,nan,1,yes,no,,,
DR189,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 63",nan,Anne,,,,1,,76386,nan,nan,nan,1725-03-25,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR190,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 64",nan,Ruby,,,,1,,76429,nan,nan,nan,1725-07,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR191,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 65",nan,Catherine,,,,1,,76408,nan,nan,nan,1725-08-24,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR192,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 66",nan,Squirrel,,,,1,,76633,nan,nan,nan,1725-08,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR193,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 67",nan,Italian Galley,,,,1,,76557,nan,nan,nan,1725-08-30,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR194,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 68",nan,Molly,,,,1,,,nan,nan,nan,1725-10,nan,nan,nan,nan,nan,nan,1,no,no,,,No matching entry in TSTD according to Mitchell
DR195,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 69",nan,Martha,,,,1,,76670,nan,nan,nan,1725-11-07,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR196,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 70",nan,Judith,,,,1,,76622,nan,nan,nan,1726-01,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR197,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 71",nan,Squirrel,,,,1,,77015,nan,nan,nan,1726-07-06,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR198,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 72",nan,Judith,,,,1,,26105,nan,nan,nan,1726-08-03,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR199,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 74",nan,Portugal Galley,,,,1,,76673,nan,nan,nan,1726-11-07,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR200,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 75",nan,Katherine,,,,1,,75248,nan,nan,nan,1726-12-27,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR201,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 76",nan,Italian Galley,,,,1,,76403,nan,nan,nan,1726-12-27,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR202,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 77",nan,Squirrel,,,,1,,76533,nan,nan,nan,1727-09-27,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR203,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 78",nan,Judith,,,,1,,77025,nan,nan,nan,1727-07-02,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR204,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 80",nan,Judith,,,,1,,76559,nan,nan,nan,1728-07-20,nan,nan,nan,nan,nan,nan,1,no,no,,,
DR205,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 91",nan,Morice,,,,1,,76413,nan,nan,nan,1730-06-18,nan,nan,nan,nan,nan,nan,0.125,no,no,,,
DR206,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 92",nan,Betty Gally,,,,1,,76735,nan,nan,nan,1730-07-29,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR207,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 97",nan,Katherine Gally,,,,1,,76565,nan,nan,nan,1730-09-22,nan,nan,nan,nan,nan,nan,1,yes,no,,,
DR208,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 98",nan,Anne Gally,,,,1,,76742,nan,nan,nan,1730-10,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR209,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 99",nan,Margaret,,,,1,,76765,nan,nan,nan,1731-04-20,nan,nan,nan,nan,nan,nan,0.25,no,no,,,
DR210,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 100",nan,Squirrel,,,,1,,76766,nan,nan,nan,1731-05-26,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR211,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 101",nan,Sarah,,,,1,,76767,nan,nan,nan,1731-05-26,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
DR212,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 103",nan,Martha,,,,1,,76773,nan,nan,nan,1731-09,nan,nan,nan,nan,nan,nan,1,with estimates,no,,,
GD001,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 232 and p. 398-399",1764-09-08,Le Saint-Claude,Fournier/Fournier/Fournier/Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,4,GD001/GD011/GD012/GD057,30749 / 30820 / 30869 / 30913,nan,Various,Port au Prince,nan,1764,nan,nan,nan,nan,nan,0.078125,yes,yes,,,"GD011 and GD012 are individual ventures of this ship. I had to compute total of all expenditure in the cashflow data base. Every venture has its own comptability, p379. various share of the ship for several ventures "
GD002,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 400-401 and 427",nan,Le Saint-René,,Bertrand de Cœuvre,Veuve Geslin et fils,1,,30779,nan,Adra,nan,nan,1764,nan,nan,nan,nan,nan,0.015625,yes,yes,,1,
GD003,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 400-401 and 422-425",nan,Le Saint-Hilaire,/Devigne/Devigne/Devigne/Devigne/Devigne/La Causse/La Causse,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,7,,30750 / 30810 / 30866 / 30914 / 30961 / 30997 / 31022,nan,Various,nan,nan,1765,nan,nan,nan,nan,nan,0.1875,yes,yes,,1,"Show 7 outfitting expenditures with 6 years. I assume the first two are the same year (1765), as returns only start in 1766. STDT says the first expedition was 1764 ?"
GD004,Voyage,Guillaume Daudin,Owner?,French,"Rinchon (1956) p. 58-59 and Meyer (1969), p. 276 and 304-305",1772-02-20,La Glaneuse,,Bertrand de Cœuvre,De Guer,1,,30967,nan,"West Central Africa and St. Helena, port unspecified",nan,nan,1772,nan,nan,nan,nan,nan,1,yes,yes,,,There was an error in slave sales. True returns corrected 
GD005,Voyage,Guillaume Daudin,Owner?,French,"Meyer (1969), p. 276",1771-06-08,Le Saint-Jean-Baptiste,,Bertrand de Cœuvre,De Guer,1,GD005/GD126,30948,nan,nan,nan,nan,1771,nan,nan,nan,nan,nan,1,yes,no,,,
GD006,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon (1956), p. 33",1765-04-14,La Jeune Reine,,Bertrand de Cœuvre,De Guer,1,,30808,nan,Gorée,nan,nan,nan,nan,nan,nan,nan,0,1,yes,no,,,"le bateau échoue, Les esclaves s’enfuient, et le capitaine gaspille reste cargaison avec « des mulatresse ». Deguer reçoit 12 000 lt des assureurs, mais on ne sais pas quelle est sa part (rinchon). "
GD007,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and 304-305 and Rinchon p. 35-39",1767-04-30,St-François,,Bertrand de Cœuvre,De Guer,1,,30864,nan,nan,nan,nan,nan,nan,nan,nan,534,510,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement
GD008,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon p. 40-41",1767-07-09,Fortune,,Bertrand de Cœuvre,De Guer,1,,30937,nan,nan,nan,nan,nan,nan,nan,nan,460,460,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement
GD009,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon p. 41",1767-09-24,St-Jacques,,Bertrand de Cœuvre,De Guer,1,,30874,nan,nan,nan,nan,nan,nan,nan,nan,528,486,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement
GD010,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276",1768-03-08,St-Laurent,,Bertrand de Cœuvre,De Guer,1,,30882,nan,nan,nan,nan,nan,nan,nan,nan,nan,430,1,no,no,,,"Outfited for « la Compagnie de d’Asiento » Value of the cargo missing, « condamné à Porto Rico  comme impropre à la navigation »"
GD011,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 279 et 287",1765-09-08,Le Saint-Claude,Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils,1,GD001/GD011/GD012/GD057,30749,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,yes,no,,,GD001 is for the whole ship. No information on commercial returns : only armement and désarmement. Contradictory information p. 398-399
GD012,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 279 and 287 and 304-305",1767-06-30,Le Saint-Claude,Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils,1,GD001/GD011/GD012/GD057,30820,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,yes,no,,,GD001 is for the whole ship. No information on commercial returns : only armement and désarmement. Contradictory information p. 398-399
GD013,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 408-409, 437 ",nan,Dom Carlos,Lynch,Bertrand de Cœuvre,,1,,,nan,Côte de Guinée,nan,1767,nan,nan,nan,nan,nan,nan,0.083333333333333,yes,yes,,1,
GD014,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 394-395, p. 412-413",nan,La Généreuse,La Causse,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils,1,,31073,nan,Guinée,nan,nan,nan,nan,nan,nan,nan,nan,0.1875,yes,yes,,2,Taken by the english in 1781
GD015,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 417",nan,La Fille Unique,Del Guyot,Bertrand de Cœuvre,,1,,31030,nan,Côte d'Afrique ,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,,1,The capitane on the tstd is named as « Tanquerel »
GD016,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 417",nan,La Marie-Anne,Boulmer,Bertrand de Cœuvre,,1,,30957,nan,Côte d'or,nan,nan,nan,nan,nan,nan,nan,nan,0.1875,yes,yes,,1,
GD017,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279, 304-305, 394-395, 413",1767-02-01,Le Maréchal de Luxembourg,Fancrel,Bertrand de Cœuvre,Bouteiller Père et Fils,1,,30879,nan,Côte d'or,nan,nan,nan,nan,nan,nan,nan,nan,0.0475415096806399,yes,yes,,1,
GD018,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 414-415",nan,Le Saint-Charles,Fouchez/Fouchez/Bloyet/Bloyer/David,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,5,,30890 / 30940 / 30974 / 31015 / 31079,nan,Côte d’Or / Côte d’Or / Côte d’Angola / Côte d’Angola / Sierra Leone et Saint-Domingue,nan,nan,nan,nan,nan,nan,nan,nan,0.0875,yes,yes,,1,various share of the ship for several ventures
GD019,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 418",nan,La Concorde,Pacaud,Bertrand de Cœuvre,,1,,31024,nan,Côte d'Or ,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,yes,,1,
GD020,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 398-399, p. 419-420",nan,Le Saint-Julien,Lynch/Pacaud/Pacaud/Pacaudd,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,4,,30846 / 30885 / 30942 / ?,nan,Côte d'Or /Côte d’Or / Côte d’Or / Côte d’Or,nan,1766/1768/1769/1770,nan,nan,nan,nan,nan,nan,0.125,yes,yes,,1,
GD021,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 398-399, p. 420-421",nan,Le Saint-Guillaume,Beaumont/Beaumont/Beaumont,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,3,GD021/GD080,30931 / 30971 / ?,nan,Côte d'Angola / Côte d’Angola / Côte d’Angola,nan,1770/1772/1775,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,,1,The last voyage is not found in TSTD
GD022,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 400-401, p. 426",nan,Le Prince Noir,L'Hermitte,Bertrand de Cœuvre,Geslin et fils,1,,31108,nan,Côte d'Or ,nan,nan,nan,nan,nan,nan,nan,nan,0.125,yes,no,,1,"« Probable qu’il reste quelques sommes  à réclamer », but not given"
GD023,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 402-403, p. 428",nan,L'Union,Matenot,Bertrand de Cœuvre,A. Delaville & Barthelemy,1,,,nan,Sénégal,nan,1792,nan,nan,nan,nan,nan,nan,0.1,yes,yes,,1,No equivalent in the STDT. Signaled.
GD024,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 280, 289, 304-305, 402-403 and 428",1788-04-06,La Madame,Berthommé,Bertrand de Cœuvre,A. Delaville & Barthelemy,1,,31248,nan,Mozambic,nan,nan,nan,nan,nan,nan,nan,405,0.033333333333333,yes,with estimates,,1,Small différence between 304-305 and 402-403 : still coherent (see excel file). Uncertainty on the « reste à recouvrer »)
GD025,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 402-403, 428",nan,La Musette,Desageneaux/Cotte/Mary/Desageneaux,Bertrand de Cœuvre,Lincoln/Lincoln/Linclon/Lincoln,4,,31343 / 31263 / 31204 / 31159,nan,Côte d'Or ,nan,nan,nan,nan,nan,nan,nan,nan,0.03125,yes,with estimates,,1,"contradictory information on the STDT about the several captain's names. Sums are mentionned as « to be recovered » but with 1791-92 accounts and the last returns are from 1797. Meyer indicates the last voyage was not for slave, but STDT says yes. I decide STDT must be right"
GD026,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 429",nan,Le Saturne,Guyot/Cotte/Cotte,Bertrand de Cœuvre,Lincoln/Lincoln/Linclon,3,,31228 / 31288 /,nan,Côte d'Or / Côte d’Or / Mozambic ,nan,1787/1789/1791,nan,nan,nan,nan,nan,nan,0.03125,yes,with estimates,,1,
GD027,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279,  287, 404-405, 430",nan,Le Mars,Terrien,Bertrand de Cœuvre,Darreche (Frères),1,,30875,nan,Côte d'or,nan,nan,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,,1,Good expenditure recovered from Meyer 404-405p and 289p.
GD028,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 430-431",nan,Les deux Nottons,de Belous,Bertrand de Cœuvre,Darreche (Frères),1,GD028/GD139,30794,nan,Côte d'Or,nan,1764,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,,1,No equivalent in the STDT. Has to be signaled
GD029,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 432",nan,La Tolérance,Delaty,Bertrand de Cœuvre,Desclos Le Perley freres,1,,31285,nan,Côte d'Or ,nan,nan,nan,nan,nan,nan,nan,nan,0.145833333333333,yes,with estimates,,1,
GD030,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 288-289",1786-05-29,"Le Bailli de Suffren, La Fine, Le Passe-Partout",Barbier/Barbier/Barbier,Bertrand de Cœuvre,Desclos Le Perley freres/Desclos Le Perley freres/Desclos Le Perley freres,3,GD30/GD075/GD076/GD077/GD155,31188 / 31189 / 31184,nan,Côte d’Angola/Côte d’Angola/Côte d’Angola,nan,nan,nan,nan,nan,nan,nan,nan,,no,no,,1,"Only the first voyage is a slave one (three ships, though, so 3 voyages) Contradictory informations about the captain’s names. Due to the multiplicity of vessels and ships, complicated to deal with some data, as the value of the ship ; various share of the ship for several ventures. We have both a compte de désarmement and the « répartitions ». To prevent double counting, I classify the compte de désarmement as « Transactions during the voyage »."
GD033,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",nan,L’Usbeck,Duchesne/Duchesne,Bertrand de Cœuvre,N. Arnou père et fils/N. Arnou père et fils,2,,31136 / 31215,nan,Côte d’Angola/Côte d’Angola,nan,nan,nan,nan,nan,nan,nan,nan,0.0625,yes,with estimates,,1,
GD034,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",nan,Le Comte de Montmorin,Duchesne,Bertrand de Cœuvre,N. Arnou père et fils,1,,31305,nan,Côte d’Or,nan,nan,nan,nan,nan,nan,nan,nan,0.145833333333333,yes,with estimates,,1,Meyer writes about it « Douteux qu’il reste à recouvrer de fortes sommes »
GD035,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",nan,La Justine,Mary/Mary/Sauvestre/Sauvestre,Bertrand de Cœuvre,N. Arnou père et fils/N. Arnou père et fils/N. Arnou père et fils/N. Arnou père et fils,4,,31124 / 31164 / 31252 / 31315,nan,Côte d’Or/Côte d’Or/Côte d’Or/Côte d’Or,nan,nan,nan,nan,nan,nan,nan,nan,0.197916666666667,yes,with estimates,,1,various share of the ship for several ventures
GD036,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 435",nan,Le Phénix,"Dupuy, J./Dupuy, J./Dupuy, J.",Bertrand de Cœuvre,Ducollet/Favreau Colleno et Cie/Favreau Colleno et Cie,3,,31291 / 31362 / ?,nan,Côte d’Angola/Côte d’Angola/Côte d’Angola,nan,1789/1790/1793,nan,nan,nan,nan,nan,nan,0.03125,yes,with estimates,,1,both possible vessels in the tstd. I think both keys designate the same vessel. Due to different armatteurs
GD037,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 436",nan,L’Aigle,Le Ganry,Bertrand de Cœuvre,Ducollet,1,,31194,nan,Côte d’Or,nan,nan,nan,nan,nan,nan,nan,nan,0.03125,yes,with estimates,,1,No equivalent in the STDT. Has to be signaled
GD038,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 408-409, 436",nan,Le Zéphir,Clémenceau,Bertrand de Cœuvre,Ballan ainé,1,,30854,nan,Le Galbart en Guinée,nan,nan,nan,nan,nan,nan,nan,nan,0.0625,yes,yes,,1,Maybe missing data ?
